EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MonthlyIncome,Over18,PercentSalaryHike,StandardHours,TotalWorkingYears,YearsAtCompany,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,PerformanceRating
502,45,No,Travel_Rarely,Research & Development,16,1,Medical,1,Male,2,Sales Executive,54840,Y,20,8,6,6,7,2,2,4
503,53,No,Travel_Frequently,Sales,8,2,Medical,1,Male,2,Research Scientist,120610,Y,20,8,30,15,16,3,2,4
504,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,56600,Y,12,8,9,1,2,1,3,3
505,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,Male,2,Research Scientist,48210,Y,14,8,6,3,4,1,1,3
506,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,64100,Y,13,8,1,1,2,3,3,3
507,28,No,Travel_Rarely,Research & Development,10,3,Other,1,Male,2,Sales Representative,52100,Y,15,8,1,1,2,4,2,3
508,38,No,Travel_Frequently,Sales,9,4,Medical,1,Male,2,Research Scientist,26950,Y,14,8,8,2,3,3,3,3
509,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Male,1,Sales Executive,118780,Y,13,8,29,8,9,2,3,3
510,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Laboratory Technician,170680,Y,23,8,8,4,5,4,2,4
511,40,No,Travel_Rarely,Human Resources,2,3,Medical,1,Male,5,Sales Executive,24550,Y,15,8,8,7,8,3,1,3
512,26,No,Travel_Frequently,Research & Development,3,3,Medical,1,Male,2,Laboratory Technician,139640,Y,11,8,5,5,6,1,3,3
513,46,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,3,Research Scientist,49410,Y,13,8,23,2,3,4,4,3
514,54,No,Travel_Rarely,Research & Development,5,3,Medical,1,Female,2,Manufacturing Director,24780,Y,11,8,13,9,10,3,3,3
515,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,2,Manufacturing Director,52280,Y,11,8,18,5,6,1,3,3
516,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Female,2,Human Resources,44780,Y,18,8,15,14,15,4,4,3
517,55,No,Non-Travel,Research & Development,2,3,Medical,1,Female,2,Manager,75470,Y,16,8,31,9,10,3,1,3
518,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Male,3,Research Scientist,50550,Y,22,8,18,1,2,3,4,4
519,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,34640,Y,20,8,2,2,3,4,4,4
520,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manager,57750,Y,18,8,1,1,2,3,1,3
521,46,No,Travel_Rarely,Sales,12,3,Marketing,1,Female,3,Healthcare Representative,89430,Y,12,8,19,16,17,4,1,3
522,51,Yes,Travel_Rarely,Sales,23,3,Medical,1,Female,2,Research Scientist,192720,Y,20,8,18,10,11,1,3,4
523,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,Female,4,Laboratory Technician,52380,Y,17,8,10,10,11,2,1,3
524,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,Female,2,Sales Executive,46820,Y,11,8,6,5,6,1,1,3
525,30,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,1,Sales Executive,183000,Y,14,8,7,6,7,3,1,3
526,41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,1,Research Director,52570,Y,14,8,10,10,11,2,3,3
527,38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Male,1,Sales Executive,63490,Y,11,8,20,19,20,3,3,3
528,40,No,Travel_Rarely,Sales,1,4,Marketing,1,Male,1,Sales Executive,48690,Y,12,8,14,11,12,1,4,3
529,27,No,Non-Travel,Sales,11,3,Technical Degree,1,Female,2,Laboratory Technician,99850,Y,14,8,3,3,4,1,3,3
530,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,Male,3,Laboratory Technician,36970,Y,13,8,23,3,4,4,2,3
531,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Healthcare Representative,74570,Y,11,8,10,8,9,3,3,3
532,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Female,2,Sales Executive,21190,Y,15,8,24,20,21,2,1,3
533,33,No,Travel_Rarely,Sales,23,4,Marketing,1,Female,4,Sales Executive,39830,Y,12,8,9,3,4,4,4,3
534,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,3,Sales Representative,61180,Y,21,8,9,8,9,4,1,4
535,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Sales Executive,62140,Y,19,8,14,13,14,1,3,3
536,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,Male,2,Research Scientist,63470,Y,15,8,4,4,5,1,3,3
537,34,No,Travel_Frequently,Sales,29,4,Marketing,1,Male,1,Research Scientist,115100,Y,14,8,7,6,7,1,4,3
538,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,4,Sales Executive,71430,Y,21,8,8,1,2,4,4,4
539,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,Female,2,Research Scientist,82680,Y,12,8,7,7,8,4,4,3
540,26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,Male,2,Sales Executive,80950,Y,15,8,1,1,2,1,3,3
541,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,4,Manufacturing Director,29040,Y,13,8,5,2,3,1,2,3
542,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,4,Research Scientist,60320,Y,14,8,23,22,23,4,1,3
543,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,2,Manager,29760,Y,14,8,1,1,2,1,2,3
544,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,Male,2,Research Scientist,159920,Y,14,8,5,0,1,4,3,3
545,33,No,Travel_Frequently,Sales,9,3,Medical,1,Female,2,Research Scientist,46490,Y,12,8,4,3,4,4,2,3
546,34,No,Non-Travel,Sales,1,1,Marketing,1,Female,2,Research Director,26960,Y,23,8,6,0,1,3,4,4
547,48,No,Non-Travel,Sales,2,1,Life Sciences,1,Male,2,Sales Executive,23700,Y,11,8,27,5,6,1,4,3
548,45,No,Non-Travel,Research & Development,1,3,Medical,1,Female,2,Human Resources,125040,Y,12,8,15,15,16,2,3,3
549,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,1,Sales Executive,59740,Y,18,8,18,8,9,2,2,3
550,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,Male,1,Research Scientist,47360,Y,11,8,9,8,9,3,3,3
551,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,4,Research Scientist,52960,Y,14,8,11,7,8,3,4,3
552,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Female,4,Laboratory Technician,67810,Y,15,8,10,9,10,4,2,3
553,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,Male,3,Sales Executive,21740,Y,11,8,23,12,13,1,3,3
554,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,1,Sales Executive,66530,Y,20,8,10,1,2,4,2,4
555,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,2,Laboratory Technician,96990,Y,19,8,18,8,9,3,1,3
556,39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Healthcare Representative,67550,Y,14,8,21,18,19,1,4,3
557,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Healthcare Representative,22130,Y,17,8,21,20,21,3,3,3
558,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Research Scientist,26100,Y,11,8,2,2,3,4,2,3
559,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,Male,1,Laboratory Technician,28510,Y,15,8,9,5,6,3,2,3
560,36,No,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,34520,Y,13,8,18,11,12,1,4,3
561,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,52580,Y,14,8,3,2,3,3,4,3
562,28,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,1,Sales Executive,93550,Y,11,8,6,5,6,1,2,3
563,35,No,Travel_Frequently,Research & Development,9,2,Other,1,Female,1,Manufacturing Director,104960,Y,13,8,5,5,6,4,4,3
564,49,No,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,63800,Y,23,8,22,9,10,4,2,4
565,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,Male,2,Sales Executive,26570,Y,13,8,5,3,4,4,3,3
566,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,3,Research Scientist,27160,Y,18,8,8,7,8,4,2,3
567,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,Female,1,Healthcare Representative,22010,Y,12,8,16,1,2,2,4,3
568,29,No,Travel_Rarely,Sales,4,2,Other,1,Female,2,Healthcare Representative,65400,Y,22,8,10,10,11,2,4,4
569,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Human Resources,38160,Y,13,8,7,7,8,3,3,3
570,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,Male,1,Manager,52530,Y,15,8,3,3,4,3,3,3
571,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,Male,3,Laboratory Technician,109650,Y,18,8,0,0,1,3,3,3
572,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,1,Sales Executive,49360,Y,14,8,6,5,6,1,1,3
573,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Research Scientist,25430,Y,12,8,6,1,2,2,4,3
574,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,Female,1,Research Director,53040,Y,17,8,2,2,3,3,3,3
575,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,166590,Y,16,8,NA,6,7,3,4,3
576,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Healthcare Representative,42600,Y,11,8,4,4,5,4,3,3
577,34,No,Travel_Rarely,Sales,1,1,Marketing,1,Female,2,Laboratory Technician,24760,Y,19,8,6,6,7,2,3,3
578,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,3,Laboratory Technician,31020,Y,13,8,6,5,6,3,3,3
579,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,1,Sales Executive,22440,Y,12,8,11,11,12,4,1,3
580,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,4,Human Resources,75960,Y,11,8,20,18,19,2,3,3
581,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,22850,Y,16,8,22,21,22,3,1,3
582,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,4,Laboratory Technician,30340,Y,21,8,9,6,7,2,1,4
583,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,57150,Y,24,8,10,8,9,4,3,4
584,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,Female,1,Laboratory Technician,25760,Y,17,8,6,4,5,4,2,3
585,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Sales Executive,41970,Y,13,8,1,1,2,3,4,3
586,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Representative,143360,Y,21,8,8,8,9,1,4,4
587,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,34480,Y,11,8,10,10,11,3,NA,3
588,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,Male,2,Research Scientist,194060,Y,20,8,16,1,2,3,4,4
589,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,Female,2,Research Scientist,65380,Y,16,8,15,7,8,3,2,3
590,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Male,1,Research Director,43060,Y,11,8,14,13,14,4,1,3
591,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,Female,2,Laboratory Technician,22580,Y,11,8,2,2,3,4,4,3
592,43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,Female,3,Research Scientist,45220,Y,15,8,7,4,5,1,3,3
593,32,No,Non-Travel,Research & Development,11,2,Other,1,Female,2,Research Scientist,44870,Y,11,8,1,1,2,3,1,3
594,56,No,Travel_Rarely,Research & Development,3,2,Other,1,Male,2,Healthcare Representative,44490,Y,15,8,28,5,6,4,1,3
595,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Male,1,Laboratory Technician,22180,Y,24,8,10,10,11,2,4,4
596,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,2,Laboratory Technician,191970,Y,12,8,1,1,2,3,1,3
597,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Sales Representative,132120,Y,13,8,7,3,4,1,3,3
598,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,Male,3,Research Scientist,65770,Y,13,8,14,14,15,4,4,3
599,20,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,5,Research Director,83920,Y,17,8,2,2,3,1,3,3
600,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,Male,3,Sales Executive,45580,Y,13,8,6,6,7,3,3,3
601,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,1,Research Director,40310,Y,12,8,26,7,8,4,3,3
602,29,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,1,Sales Executive,79690,Y,14,8,6,5,6,2,4,3
603,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,Male,1,Sales Representative,26540,Y,24,8,1,0,1,3,4,4
604,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Research Scientist,165550,Y,14,8,28,26,27,3,1,3
605,44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,Male,1,Sales Representative,45560,Y,13,8,6,0,1,4,3,3
606,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,1,Manager,60910,Y,15,8,5,5,6,2,3,3
607,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,Male,2,Sales Representative,195660,Y,16,8,5,1,2,1,1,3
608,30,No,Travel_Rarely,Sales,20,3,Marketing,1,Male,3,Sales Executive,48100,Y,18,8,8,4,5,3,1,3
609,40,No,Travel_Frequently,Sales,9,3,Medical,1,Male,1,Manufacturing Director,45230,Y,16,8,5,0,1,2,2,3
610,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,Female,2,Healthcare Representative,32020,Y,24,8,32,2,3,4,1,4
611,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,2,Research Scientist,23510,Y,16,8,6,6,7,4,1,3
612,46,No,Travel_Rarely,Research & Development,8,4,Other,1,Male,3,Manager,17020,Y,21,8,25,4,5,4,2,4
613,35,No,Travel_Rarely,Sales,4,4,Marketing,1,Male,1,Laboratory Technician,180410,Y,20,8,15,7,8,3,1,4
614,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,Male,3,Manufacturing Director,28860,Y,19,8,1,1,2,4,2,3
615,33,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,1,Sales Executive,20970,Y,14,8,10,10,11,2,3,3
616,36,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,2,Sales Executive,119350,Y,11,8,7,7,8,3,3,3
617,30,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,1,Sales Executive,25460,Y,14,8,10,10,11,3,3,3
618,44,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,Research Scientist,25640,Y,12,8,20,20,21,4,4,3
619,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,Male,1,Human Resources,84120,Y,13,8,2,2,3,3,4,3
620,46,No,Travel_Rarely,Sales,9,1,Medical,1,Female,1,Sales Executive,141180,Y,22,8,12,6,7,4,4,4
621,42,No,Non-Travel,Research & Development,5,4,Medical,1,Male,5,Sales Executive,170460,Y,11,8,10,4,5,4,1,3
622,60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,2,Sales Executive,25640,Y,14,8,12,11,12,2,4,3
623,32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,Female,1,Sales Executive,102660,Y,11,8,2,2,3,3,2,3
624,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,2,Research Scientist,50700,Y,12,8,10,8,9,4,3,3
625,36,No,Travel_Rarely,Sales,3,2,Marketing,1,Male,4,Healthcare Representative,178610,Y,18,8,17,7,8,3,1,3
626,33,No,Travel_Rarely,Sales,26,2,Marketing,1,Male,1,Research Scientist,42300,Y,12,8,15,14,15,1,4,3
627,40,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Research Scientist,37800,Y,12,8,7,5,6,2,2,3
628,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Laboratory Technician,27680,Y,22,8,5,4,5,3,4,4
629,30,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,Research Scientist,90710,Y,19,8,12,11,12,4,2,3
630,42,No,Travel_Frequently,Human Resources,8,2,Medical,1,Male,1,Sales Executive,106480,Y,13,8,20,1,2,1,1,3
631,35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,2,Sales Executive,136100,Y,22,8,16,13,14,3,4,4
632,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Manufacturing Director,34080,Y,24,8,9,9,10,1,1,4
633,54,No,Travel_Frequently,Research & Development,9,2,Medical,1,Male,2,Sales Representative,29830,Y,14,8,33,5,6,4,3,3
634,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,Male,5,Laboratory Technician,76320,Y,21,8,10,10,11,1,4,4
635,19,Yes,Non-Travel,Sales,2,2,Other,1,Male,3,Healthcare Representative,98240,Y,18,8,1,1,2,1,2,3
636,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,1,Manufacturing Director,99500,Y,20,8,3,3,4,1,4,4
637,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,2,Sales Executive,20930,Y,19,8,36,10,11,4,4,3
638,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,Male,2,Laboratory Technician,99800,Y,12,8,6,6,7,3,1,3
639,31,No,Travel_Rarely,Sales,24,1,Marketing,1,Female,1,Sales Executive,38940,Y,12,8,10,10,11,3,1,3
640,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Male,1,Research Scientist,40510,Y,16,8,13,6,7,3,4,3
641,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,3,Laboratory Technician,168350,Y,17,8,25,8,9,3,4,3
642,49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,Male,2,Research Scientist,62300,Y,14,8,23,1,2,1,3,3
643,36,No,Travel_Frequently,Sales,5,2,Marketing,1,Female,1,Laboratory Technician,47170,Y,19,8,12,11,12,3,2,3
644,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,2,Laboratory Technician,132370,Y,13,8,7,1,2,4,2,3
645,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,2,Laboratory Technician,37550,Y,19,8,5,5,6,1,3,3
646,29,No,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Laboratory Technician,65820,Y,19,8,6,6,7,3,4,3
647,48,No,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Manufacturing Director,74060,Y,14,8,25,1,2,4,4,3
648,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,2,Healthcare Representative,48050,Y,16,8,9,7,8,4,4,3
649,34,No,Travel_Rarely,Sales,9,4,Medical,1,Female,2,Laboratory Technician,27410,Y,15,8,2,1,2,3,3,3
650,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,1,Laboratory Technician,42620,Y,18,8,26,22,23,2,2,3
651,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Research Scientist,161840,Y,13,8,10,9,10,4,3,3
652,19,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Laboratory Technician,115570,Y,22,8,1,1,2,2,4,4
653,23,No,Travel_Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,18780,Y,13,8,1,1,2,4,3,3
654,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,1,Manufacturing Director,109320,Y,11,8,1,1,2,3,4,3
655,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,Male,2,Research Scientist,68110,Y,11,8,8,8,9,3,4,3
656,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,Male,2,Laboratory Technician,43060,Y,11,8,26,24,25,1,2,3
657,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,Female,2,Manager,48590,Y,24,8,34,33,34,4,2,4
658,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,Female,4,Research Scientist,53370,Y,14,8,2,2,3,1,3,3
659,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manufacturing Director,23400,Y,13,8,26,11,12,4,2,3
660,34,No,Travel_Rarely,Sales,13,4,Medical,1,Male,3,Sales Representative,74910,Y,14,8,4,3,4,3,1,3
661,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,Male,2,Research Director,105270,Y,14,8,31,29,30,4,2,3
662,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,2,Research Scientist,165950,Y,21,8,25,9,10,4,4,4
663,34,No,Travel_Frequently,Sales,14,4,Medical,1,Female,3,Research Scientist,88340,Y,13,8,15,11,12,3,2,3
664,28,No,Travel_Frequently,Research & Development,2,3,Other,1,Female,1,Manager,55770,Y,19,8,5,4,5,4,3,3
665,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Male,2,Research Scientist,47070,Y,17,8,26,25,26,3,1,3
666,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,Male,2,Sales Executive,24000,Y,18,8,14,10,11,3,2,3
667,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,4,Healthcare Representative,98240,Y,19,8,4,3,4,3,3,3
668,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,1,Manager,64470,Y,13,8,18,1,2,2,2,3
669,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,Female,1,Laboratory Technician,195020,Y,18,8,23,21,22,4,4,3
670,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Healthcare Representative,27250,Y,21,8,18,16,17,3,2,4
671,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,2,Laboratory Technician,62720,Y,19,8,10,10,11,1,4,3
672,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Female,2,Sales Representative,21270,Y,14,8,2,2,3,4,4,3
673,51,No,Travel_Frequently,Sales,21,4,Medical,1,Male,2,Research Scientist,182000,Y,17,8,8,7,8,2,3,3
674,30,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Research Scientist,20960,Y,11,8,10,8,9,3,3,3
675,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Female,1,Sales Representative,28860,Y,13,8,10,7,8,2,3,3
676,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,20330,Y,15,8,5,3,4,4,1,3
677,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,1,Research Scientist,36220,Y,25,8,2,2,3,4,2,4
678,32,No,Travel_Rarely,Research & Development,10,4,Other,1,Female,1,Sales Executive,42330,Y,11,8,10,10,11,3,4,3
679,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,Male,3,Laboratory Technician,36810,Y,17,8,22,0,1,NA,2,3
680,39,No,Travel_Rarely,Sales,29,1,Marketing,1,Female,1,Laboratory Technician,54600,Y,13,8,21,19,20,3,2,3
681,58,No,Travel_Rarely,Research & Development,27,3,Other,1,Male,2,Laboratory Technician,21870,Y,18,8,2,2,3,1,3,3
682,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,1,Sales Executive,96020,Y,13,8,10,10,11,4,3,3
683,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Laboratory Technician,28360,Y,20,8,6,5,6,3,1,4
684,30,No,Travel_Rarely,Sales,9,1,Marketing,1,Male,4,Research Director,40890,Y,18,8,10,9,10,1,4,3
685,36,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Sales Executive,166270,Y,12,8,10,7,8,4,3,3
686,46,No,Travel_Rarely,Sales,4,3,Medical,1,Male,1,Research Scientist,26190,Y,12,8,10,7,8,4,1,3
687,28,No,Non-Travel,Research & Development,1,3,Medical,1,Male,5,Sales Executive,56790,Y,13,8,10,9,10,3,4,3
688,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,Female,5,Laboratory Technician,154020,Y,21,8,25,3,4,4,1,4
689,40,Yes,Travel_Rarely,Sales,8,1,Other,1,Male,1,Laboratory Technician,59850,Y,13,8,9,5,6,4,2,3
690,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Laboratory Technician,25790,Y,19,8,10,8,9,2,2,3
691,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Sales Executive,30410,Y,11,8,9,9,10,2,1,3
692,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,34470,Y,14,8,9,8,9,1,3,3
693,31,No,Non-Travel,Research & Development,1,2,Medical,1,Male,1,Sales Executive,195130,Y,12,8,10,10,11,4,3,3
694,41,No,Non-Travel,Sales,6,3,Life Sciences,1,Female,1,Research Director,27730,Y,11,8,19,19,20,3,2,3
695,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,1,Sales Executive,71040,Y,14,8,3,3,4,4,2,3
696,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,1,Laboratory Technician,63220,Y,11,8,10,3,4,1,1,3
697,42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,Male,2,Laboratory Technician,20830,Y,12,8,21,20,21,3,3,3
698,55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,Male,2,Manufacturing Director,83810,Y,15,8,23,19,20,4,3,3
699,56,No,Travel_Rarely,Sales,3,2,Medical,1,Female,3,Manufacturing Director,26910,Y,16,8,36,7,8,4,2,3
700,40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,1,Laboratory Technician,42860,Y,15,8,6,4,5,3,3,3
701,34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,2,Research Director,26590,Y,24,8,10,9,10,4,4,4
702,40,No,Travel_Rarely,Sales,4,3,Medical,1,Male,2,Sales Executive,94340,Y,13,8,9,9,10,3,4,3
703,41,No,Travel_Frequently,Sales,1,4,Other,1,Female,2,Healthcare Representative,55610,Y,11,8,10,9,10,3,1,3
704,35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,Male,2,Manager,66460,Y,13,8,9,9,10,3,3,3
705,51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,Male,4,Manufacturing Director,77250,Y,13,8,33,33,34,3,2,3
706,38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,1,Research Scientist,107250,Y,18,8,11,7,8,2,1,3
707,34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,Male,2,Research Scientist,88470,Y,16,8,10,10,11,3,1,3
708,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,4,Research Scientist,20450,Y,19,8,7,3,4,4,4,3
709,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,2,Sales Executive,10090,Y,13,8,31,10,11,3,1,3
